# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
20	textures\misc.png	176	224	248
10	textures\enemies.png	3	26	110
11	textures\enemies-1.png	3	26	110
12	textures\enemiesRight.png	3	26	110
30	textures\enemies-2.png	0	128	128
40	textures\mario-2.png	255	255	255
50	textures\os\enemiesvip.png	255	255	255
60	textures\Miscc.png	166	185	255
70	textures\Points.png	81	255	191
80	textures\StatusBar.png	255	0	255
81	textures\PowerState.png	175	232	226
82	textures\BackGroundStatusBar.png	255	255	255
[TILE_MAP_DATA]
1	tilemap\tile_map.png	tilemap\tile_map.txt	10	11	42	177	16	16
# id	left	top	right	bottom	texture_id
[SPRITES]
# BIG MARIO 
# idle right
10001	216	243	230	270	40
# walk
10002	255	243	271	270	40
10003	295	244	311	270	40
# idle left
10004	176	243	190	270	40
#walk
10005	135	243	151	270	40
10006	95	244	111	270	40
# die 
10007	375	209	391	225	40
#stop right
10008	215	283	231	311	40
#stop left
10009	175	283	191	311	40
#jump left
10010	175	283	191	311	40
#jump right
10011	215	283	231	311	40
#carry left
10012	61	323	75	350	40
#carry right
10013	331	323	345	350	40
#carry moving left
10014	35	323	50	350	40
10015	10	323	25	350	40
#carry moving right
10016	356	323	371	350	40
10017	381	323	396	350	40
#crouch left
10018	16	248	30	266	40
#crouch right
10019	376	248	390	266	40
#running left
10020	174	323	193	259	40
10021	134	323	153	259	40
10022	94	323	113	259	40
#running right
10023	213	323	232	350	40
10024	253	323	272	350	40
10025	293	323	312	350	40
#kick left
10026	133	283	154	310	40
#kick right
10027	252	283	273	310	40
	
# SMALL MARIO
# idle small right
11001	177	89	189	104	40
# idle small left
11002	217	89	229	104	40
# walk left
11003	135	89	150	105	40
# walk
11004	256	89	271	105	40
#stop left
11005	176	129	192	145	40
#stop right
11006	216	129	230	145	40
#carry left
11007	56	169	70	185	40
#carry right
11008	336	169	350	185	40
#carry moving left
11009	15	169	30	185	40
#carry moving right
11010	376	169	391	185	40
#jump left
11011	55	89	71	105	40
#jump right
11012	335	89	351	105	40

# TAIL MARIO
# idle tail right
12001	212	443	233	471	40
# idle tail left
12002	173	443	200	471	40
# walk right
12003	262	443	284	471	40
12004	291	443	314	471	40
# walk left
12005	122	443	144	471	40
12006	92	443	115	471	40
#stop left
12007	175	482	191	512	40
#stop right
12008	215	482	231	512	40
#crouch left
12009	32	719	54	737	0
12010	2	719	24	737	0
#crouch tail right 
12011	392	719	414	737	0
12012	422	719	444	737	0
#attack tail front
12013	355	483	371	511	40
#attack back
12014	390	483	406	511	40
#jump left
12015	52	443	75	470	40
#jump right
12016	331	443	354	470	40
#slowdrop left
12017	132	603	154	631	40
#slow drop right
12018	252	603	274	631	40
#drop left
12019	172	603	195	631	40
#drop right
12020	211	603	234	631	40
#running left
12021	171	523	195	551	40
12022	131	523	155	551	40
12023	91	523	115	551	40
#running right
12024	211	523	235	551	40
12025	251	523	275	551	40
12026	291	523	315	551	40
#flying left
12027	51	603	75	630	40
12028	91	603	115	630	40
#flying right
12029	331	603	355	630	40
12030	291	603	315	630	40
#carry left
12031	63	523	84	551	40
#carry right
12032	322	523	343	551	40
#carry walking left
12033	33	523	55	551	40
12034	2	523	25	551	40
#carry walking right
12035	351	523	373	551	40
12036	381	523	404	551	40
#kick left
12037	137	483	159	511	40
#kick right
12038	247	483	269	511	40
#attack left
12039	147	443	170	471	40
#attack right
12040	236	443	259	471	40

#FIRE MARIO
#idle fire left
13001	176	683	190	710	40
#idle fire right
13002	216	683	230	710	40
#walking fire left
13003	135	683	151	710	40
13004	95	684	111	710	40
#walking fire right
13005	255	683	271	710	40
13006	295	684	311	710	40
#running left
13007	174	763	193	790	40
13008	134	763	153	790	40
13009	94	763	113	790	40
#running right
13010	213	763	232	790	40
13011	253	763	272	790	40
13012	293	764	312	790	40
#stop right
13013	175	723	191	751	40
#stop left
13014	175	723	191	751	40
#jump left
13015	55	684	71	710	40
#jump right
13016	335	684	351	710	40
#crouch left
13017	16	688	30	706	40
#crouch right
13018	376	688	390	706	40
#fire left
19053	180	553	188	562	0
19054	180	574	188	582	0
19055	198	573	206	582	0
19056	198	554	206	562	0
#fire right
19057	240	554	248	562	0
19058	258	553	266	562	0
19059	258	574	266	582	0
19060	240	573	248	582	0
#fire explode
19061	595	69	609	83	20
19062	612	67	628	83	20
#carry left
13019	61	763	75	790	40
#carry right
13020	331	763	345	790	40
#carry moving left
13021	35	763	50	790	40
13022	10	763	26	790	40
#carry moving right
13023	356	763	371	790	40
13024	380	763	396	790	40
#kick left
13025	133	723	154	750	40
#kick right
13026	252	723	273	750	40

#BRICK
20001	408	225	424	241	20
#invi brick
20002	398	281	414	293	20

#GOOMBA
30001	5	14	21	29	10
30002	25	14	41	29	10
#die
30003	45	21	61	29	10

#brick with question mark animation
40001	300	117	316	133	20
40002	318	117	334	133	20
40003	336	117	352	133	20
40004	355	117	370	133	20
#empty
40005	372	117	388	133	20

#SHINING BRICK
30004	274	188	290	204	60
30005	293	188	309	204	60
30006	312	188	328	204	60
30007	331	188	347	204	60
30008	363	301	371	310	60
#KOOPAS
#walk left
50001	205	191	221	217	30
50002	222	191	238	217	30
#walk right
50011	187	191	202	217	30
50012	170	191	185	217	30
#die_down
50032	239	202	255	218	30
#spinning
50034	256	202	272	218	30
50033	273	202	289	218	30
50035	290	202	306	218	30
#die up
50036	152	202	168	218	30
#spinning down
50037	316	283	332	299	30
50038	333	283	349	299	30
50039	350	283	366	299	30
#rotatory, prepare live
50071	293	76	311	93	11
50072	271	76	287	92	11
50073	251	76	267	92	11
50074	229	75	245	91	11
50075	206	76	222	92	11
##############     KOOPA_PARATROOPA_GREEN	############
#wing big right
50100	204	129	129	156	12
50101	182	129	198	156	12
#jump
50102	161	129	177	156	12
#wing big left
50105	105	129	121	156	11
50106	126	129	142	156	11
50107	147	129	163	156	11
# PLANT
# trai tren
60001	165	545	181	578	50
# trai tren - fire
60002	65	545	81	578	50
# trai duoi
60003	115	545	131	578	50
# trai duoi - fire
60004	15	545	31	578	50
# phai tren
60005	215	545	231	578	50
# phai tren - fire
60006	315	545	331	578	50
# phai duoi
60007	265	545	281	578	50
# phai duoi - fire
60008	365	545	381	578	50

#---WINGED GOOMBA---
#onground-WING
70001	213	52	233	71	50
70002	263	52	283	71	50
#fly
70003	113	50	133	74	50
70004	163	50	183	74	50
#onground
70005	15	54	31	70	50
70006	65	54	81	70	50
#die
70007	315	57	331	66	50
#----ITEMS----
#Tree_Leaf
80010	180	123	196	137	60
#money
80011	291	100	302	116	60
80012	305	100	312	116	60
80013	316	100	325	116	60
80014	334	100	348	116	60
80015	354	100	363	116	60
80016	367	100	382	116	60
#switch
80020	156	144	172	160	60
80021	178	144	194	160	60
80022	200	153	216	160	60
#Mushroom green
80025	286	121	302	137	60
#mushroom red
80026	156	121	172	137	60

#======GAME POINTS=======
#100					
90100	33	25	44	33	70
#200					
90101	47	25	59	33	70
#400					
90102	62	25	74	33	70
#800					
90103	77	25	89	33	70
#1000					
90104	92	25	107	33	70
#2000					
90105	110	25	126	33	70
#4000					
90106	129	25	145	33	70
#8000					
90107	148	25	164	33	70
#1UP					
90108	167	25	183	33	70
#========STATUS BAR=============
100000	3	3	155	31	80
# Card Bar
100001	163	3	235	31	80
100002	0	0	500	500	82
#========NUMBER STATUS BAR===============
# num 0
100010	33	32	41	39	80
# num 1
100011	43	32	51	39	80
# num 2
100012	53	32	61	39	80
# num 3
100013	63	32	71	39	80
# num 4
100014	73	32	81	39	80
# num 5
100015	83	32	91	39	80
# num 6
100016	93	32	101	39	80
# num 7
100017	103	32	111	39	80
# num 8
100018	113	32	121	39	80
# num 9
100019	123	32	131	39	80
#=========POWER STATE==========
# tier0
100020	2	2	66	9	81
# tier1
100021	2	11	66	18	81
# tier2
100022	2	20	66	27	81
# tier3
100023	2	29	66	36	81
# tier4
100024	2	38	66	45	81
# tier5
100025	2	47	66	54	81
# tier6
100026	2	56	66	63	81
# tier7
100027	2	65	66	72	81
#====TUNNEL====
110006	345	247	377	295	60
110007	382	262	414	294	60

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== MARIO =========
#--SMALL--
#idle small right
402	11002	100
#idle small left
403	11001	100
#walk right small
502	11004	100	11002	100
#walk left small
503	11003	100	11001	100
#stop left small
504	11005	500
#stop right small
505	11006	500
#die
599	10007	100
#--BIG--
#idle BIG right
400	10001	100
#idle BIG left
401	10004	100
#walk right big
500	10001	100	10002	100	10003	100	10002	100
#walk left big
501	10004	100	10005	100	10006	100	10005	100
#stop left big
506	10009	500
#stop right big
507	10008	500
#carry left
546	10012	100
#carry right
547	10013	100
#--TAIL--
#idle tail right
508	12001	100
#idle tail left
509	12002	100
#walk tail right
510	12003	100	12004	100	12001	100
#walk tail left
511	12005	100	12006	100	12002	100
#stop tail right
512	12008	100
#stop tail left
513	12007	100
#crouch	tail left
514	12009	100	12010	100
#crouch	tail right
515	12011	100	12012	100
#attack tail right
516	12040	90	12014	90	12039	90	12013	90	12040	90
#attack tail left
517	12039	90	12014	90	12040	100	12013	90	12039	90
#jump tail left
518	12015	1000
#jump tail right
519	12016	1000
#drop left
520	12019	1000
#drop right
521	12020	1000
#tail drop left
522	12017	200	12019	200
#tail drop right
523	12018	200	12020	200
#running left 
524	12021	100	12022	100	12023	100	12022	100
#running right
525	12024	100	12025	100	12026	100	12025	100
#flying left
526	12027	100	12028	100
#flying right
527	12029	100	12030	100
#--FIRE--
#idle fire left
529	13001	100
#idle fire right
530	13002	100
#walking left
531	13003	100	13004	100	13001	100
#walking right
532	13005	100	13006	100	13002	100
#running left
533	13007	100	13008	100	13009	100	13008	100
#running right
534	13010	100	13011	100	13012	100	13011	100
#stop left
535	13013	500
#stop right
536	13014	500
#jump left
537	13015	10000
#jump right
538	13016	10000
#drop left
539	13003	5000
#drop right
540	13006	5000
#crouch left
