# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
20	textures\misc.png	176	224	248
10	textures\enemies.png	3	26	110
30	textures\enemies-2.png	0	128	128
40	textures\mario-2.png	255	255	255
[TILE_MAP_DATA]
1	tilemap\tile_map.png	tilemap\tile_map.txt	10	11	42	177	16	16
# id	left	top	right	bottom	texture_id
[SPRITES]
# BIG MARIO 
# idle right
10001	216	243	230	270	40
# walk
10002	255	243	271	270	40
10003	295	244	311	270	40
# idle left
10004	176	243	190	270	40
#walk
10005	135	243	151	270	40
10006	95	244	111	270	40
# die 
10007	375	209	391	225	40
#stop right
10008	215	283	231	311	40
#stop left
10009	175	283	191	311	40
#jump left
10010	175	283	191	311	40
#jump right
10011	215	283	231	311	40
#carry left
10012	61	323	75	350	40
#carry right
10013	331	323	345	350	40
#carry moving left
10014	35	323	50	350	40
10015	10	323	25	350	40
#carry moving right
10016	356	323	371	350	40
10017	381	323	396	350	40
#crouch left
10018	16	248	30	266	40
#crouch right
10019	376	248	390	266	40
#running left
10020	174	323	193	259	40
10021	134	323	153	259	40
10022	94	323	113	259	40
#running right
10023	213	323	232	350	40
10024	253	323	272	350	40
10025	293	323	312	350	40
#kick left
10026	133	283	154	310	40
#kick right
10027	252	283	273	310	40
	
# SMALL MARIO
# idle small right
11001	177	89	189	104	40
# idle small left
11002	217	89	229	104	40
# walk left
11003	135	89	150	105	40
# walk
11004	256	89	271	105	40
#stop left
11005	176	129	192	145	40
#stop right
11006	216	129	230	145	40
#carry left
11007	56	169	70	185	40
#carry right
11008	336	169	350	185	40
#carry moving left
11009	15	169	30	185	40
#carry moving right
11010	376	169	391	185	40
#jump left
11011	55	89	71	105	40
#jump right
11012	335	89	351	105	40

# TAIL MARIO
# idle tail right
12001	212	443	233	471	40
# idle tail left
12002	173	443	200	471	40
# walk right
12003	262	443	284	471	40
12004	291	443	314	471	40
# walk left
12005	122	443	144	471	40
12006	92	443	115	471	40
#stop left
12007	175	482	191	512	40
#stop right
12008	215	482	231	512	40
#crouch left
12009	32	719	54	737	0
12010	2	719	24	737	0
#crouch tail right 
12011	392	719	414	737	0
12012	422	719	444	737	0
#attack tail front
12013	355	483	371	511	40
#attack back
12014	390	483	406	511	40
#jump left
12015	52	443	75	470	40
#jump right
12016	331	443	354	470	40
#slowdrop left
12017	132	603	154	631	40
#slow drop right
12018	252	603	274	631	40
#drop left
12019	172	603	195	631	40
#drop right
12020	211	603	234	631	40
#running left
12021	171	523	195	551	40
12022	131	523	155	551	40
12023	91	523	115	551	40
#running right
12024	211	523	235	551	40
12025	251	523	275	551	40
12026	291	523	315	551	40
#flying left
12027	51	603	75	630	40
12028	91	603	115	630	40
#flying right
12029	331	603	355	630	40
12030	291	603	315	630	40
#carry left
12031	63	523	84	551	40
#carry right
12032	322	523	343	551	40
#carry walking left
12033	33	523	55	551	40
12034	2	523	25	551	40
#carry walking right
12035	351	523	373	551	40
12036	381	523	404	551	40
#kick left
12037	137	483	159	511	40
#kick right
12038	247	483	269	511	40
#attack left
12039	147	443	170	471	40
#attack right
12040	236	443	259	471	40

#FIRE MARIO
#idle fire left
13001	176	683	190	710	40
#idle fire right
13002	216	683	230	710	40
#walking fire left
13003	135	683	151	710	40
13004	95	684	111	710	40
#walking fire right
13005	255	683	271	710	40
13006	295	684	311	710	40
#running left
13007	174	763	193	790	40
13008	134	763	153	790	40
13009	94	763	113	790	40
#running right
13010	213	763	232	790	40
13011	253	763	272	790	40
13012	293	764	312	790	40
#stop right
13013	175	723	191	751	40
#stop left
13014	175	723	191	751	40
#jump left
13015	55	684	71	710	40
#jump right
13016	335	684	351	710	40
#crouch left
13017	16	688	30	706	40
#crouch right
13018	376	688	390	706	40
#fire left
19053	180	553	188	562	0
19054	180	574	188	582	0
19055	198	573	206	582	0
19056	198	554	206	562	0
#fire right
19057	240	554	248	562	0
19058	258	553	266	562	0
19059	258	574	266	582	0
19060	240	573	248	582	0
#fire explode
19061	595	69	609	83	20
19062	612	67	628	83	20
#carry left
13019	61	763	75	790	40
#carry right
13020	331	763	345	790	40
#carry moving left
13021	35	763	50	790	40
13022	10	763	26	790	40
#carry moving right
13023	356	763	371	790	40
13024	380	763	396	790	40
#kick left
13025	133	723	154	750	40
#kick right
13026	252	723	273	750	40

#BRICK
20001	408	225	424	241	20
#invi brick
20002	398	281	414	293	20

#GOOMBA
30001	5	14	21	29	10
30002	25	14	41	29	10
#die
30003	45	21	61	29	10

#brick with question mark animation
40001	300	117	316	133	20
40002	318	117	334	133	20
40003	336	117	352	133	20
40004	355	117	370	133	20

#SHINING BRICK
30004	300	135	316	151	20
30005	318	135	334	151	20
30006	336	135	352	151	20
30007	354	135	370	151	20
30008	372	135	388	151	20
#KOOPAS
#walk left
50001	205	191	221	217	30
50002	222	191	238	217	30
#walk right
50011	187	191	202	217	30
50012	170	191	185	217	30
#die_down
50032	239	202	255	218	30
#spinning
50034	256	202	272	218	30
50033	273	202	289	218	30
50035	290	202	306	218	30
#die up
50036	152	202	168	218	30
#spinning down
50037	316	283	332	299	30
50038	333	283	349	299	30
50039	350	283	366	299	30

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== MARIO =========
#--SMALL--
#idle small right
402	11002	100
#idle small left
403	11001	100
#walk right small
502	11004	100	11002	100
#walk left small
503	11003	100	11001	100
#stop left small
504	11005	500
#stop right small
505	11006	500
#die
599	10007	100
#--BIG--
#idle BIG right
400	10001	100
#idle BIG left
401	10004	100
#walk right big
500	10001	100	10002	100	10003	100	10002	100
#walk left big
501	10004	100	10005	100	10006	100	10005	100
#stop left big
506	10009	500
#stop right big
507	10008	500
#carry left
546	10012	100
#carry right
547	10013	100
#--TAIL--
#idle tail right
508	12001	100
#idle tail left
509	12002	100
#walk tail right
510	12003	100	12004	100	12001	100
#walk tail left
511	12005	100	12006	100	12002	100
#stop tail right
512	12008	100
#stop tail left
513	12007	100
#crouch	tail left
514	12009	100	12010	100
#crouch	tail right
515	12011	100	12012	100
#attack tail right
516	12040	90	12014	90	12039	90	12013	90	12040	90
#attack tail left
517	12039	90	12014	90	12040	100	12013	90	12039	90
#jump tail left
518	12015	1000
#jump tail right
519	12016	1000
#drop left
520	12019	1000
#drop right
521	12020	1000
#tail drop left
522	12017	200	12019	200
#tail drop right
523	12018	200	12020	200
#running left 
524	12021	100	12022	100	12023	100	12022	100
#running right
525	12024	100	12025	100	12026	100	12025	100
#flying left
526	12027	100	12028	100
#flying right
527	12029	100	12030	100
#--FIRE--
#idle fire left
529	13001	100
#idle fire right
530	13002	100
#walking left
531	13003	100	13004	100	13001	100
#walking right
532	13005	100	13006	100	13002	100
#running left
533	13007	100	13008	100	13009	100	13008	100
#running right
534	13010	100	13011	100	13012	100	13011	100
#stop left
535	13013	500
#stop right
536	13014	500
#jump left
537	13015	10000
#jump right
538	13016	10000
#drop left
539	13003	5000
#drop right
540	13006	5000
#crouch left
541	13017	2000
#crouch right
542	13018	2000
#fire left
543	19053	50	19054	50	19055	50	19056	50
544	19057	50	19058	50	19059	50	19060	50
#fire explode
545	19061	100	19062	100
#carry left
548	13019	600
#carry right
549	13020	600
#carry moving left
550	13021	100	13022	100	13001	100
#carry moving right
551	13023	100	13024	100	13002	100

#Tail bonus
# carry moving left
552	12033	100	12034	100	12001	100
# carry moving right
553	12035	100	12036	100	12002	100

#big bonus
#carry moving left
554	10014	100	10015	100	10001	100
#carry moving right
555	10016	100	10017	100	10004	100

#tail bonus 
#carry left
556	12031	100
#carry right
557	12032	100

#fire bonus
#kick left
558	13025	100
#kick right
559	13026	100
# ==== BRICK =========
601	20001	100
#invi
603	20002	100
# ==== QUESTION MARK BRICK =========
602	40001	1000	40001	100	40002	100	40003	100	40004	100
#=== SHINING BRICK===
604	30004	100	30005	100	30006	100	30007	100	30008	100

# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100


# ==== KOOPAS  =========
#walk left
801	50001	100	50002	100
#walk right
802	50011	100	50012	100'
#die
803	50032	100
#spinning
804	50032	100	50033	100	50034	100	50035	100	50032	100
#die up
805	50036	100
#spinning up
806	50037	100	50038	100	50039	100	50036	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	500	501	502	503	599	504	505	506	507	508	509	510	511	512	513	514	515	517	516	518	519	520	521	522	523	524	525	526	527	529	530	531	532	533	534	535	536	537	538	539	540	541	542	546	547	548	549	550	551	552	553	554	555	556	557	558	559
# BRICK 
2	601
# invi brick
23	603
# QUESTION MARK BRICK 
22	602
# SHINING BRICK
24	604
# GOOMBA
3	701	702
#KOOPAS
4	801	802	803	804	805	806
#fire
5	543	544	545
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 4 = InviBrick
# MARIO
0	50.0	300	1
5	50.0	300	5

# GOOMBA
2	200	350	3
#2	260	400	3
#2	320	400	3
#2	480	400	3
#2	500	400	3
#KOOPAS
3	200	350	4
# QUESTION BRICK BRICK 
7	175	351	22
7	191	351	22
7	223	303	22
7	239	303	22
7	415	319	22
7	655	383	22
7	703	351	22
7	1471	367	22
# Shiny Brick
8	1440	128	24
8	1952	400	24
8	1968	400	24
8	1968	384	24
8	1984	400	24
8	1984	384	24
8	1984	368	24
8	2000	400	24
8	2000	384	24
8	2000	368	24
8	2016	400	24
8	2016	384	24
8	2016	368	24
8	2032	400	24
8	2032	384	24
8	2032	368	24
8	2048	400	24
8	2096	400	24
8	2096	384	24
8	2112	400	24
# --- platform (hint: I created the list using Excel!) ----
6	1	416	23
6	625	401	23
6	1152	416	23
6	1536	416	23
6	1663	416	23
6	2256	416	23

#brick group 0
1	2256	369	2
1	2272	369	2
1	2256	305	2
1	2272	305	2


# ---- brick group 1 ----
1	100	74	2
1	100	90	22
